[2025-05-24T13:19:21.612+0000][gc,init] CardTable entry size: 512
[2025-05-24T13:58:49.513+0000][gc          ] GC(71) Pause Young (Normal) (G1 Evacuation Pause) 785M->182M(1024M) 7.205ms
[2025-05-24T13:58:49.514+0000][gc,cpu      ] GC(71) User=0.04s Sys=0.00s Real=0.01s
[2025-05-24T13:59:29.265+0000][gc,start    ] GC(72) Pause Young (Normal) (G1 Evacuation Pause)
[2025-05-24T13:59:29.266+0000][gc,task     ] GC(72) Using 10 workers of 10 for evacuation
[2025-05-24T13:59:29.271+0000][gc,phases   ] GC(72)   Pre Evacuate Collection Set: 0.3ms
[2025-05-24T13:59:29.271+0000][gc,phases   ] GC(72)   Merge Heap Roots: 0.2ms
[2025-05-24T13:59:29.271+0000][gc,phases   ] GC(72)   Evacuate Collection Set: 3.3ms
[2025-05-24T13:59:29.271+0000][gc,phases   ] GC(72)   Post Evacuate Collection Set: 1.2ms
[2025-05-24T13:59:29.272+0000][gc,phases   ] GC(72)   Other: 0.3ms
[2025-05-24T13:59:29.272+0000][gc,heap     ] GC(72) Eden regions: 603->0(604)
[2025-05-24T13:59:29.272+0000][gc,heap     ] GC(72) Survivor regions: 11->10(77)
[2025-05-24T13:59:29.272+0000][gc,heap     ] GC(72) Old regions: 42->42
[2025-05-24T13:59:29.272+0000][gc,heap     ] GC(72) Humongous regions: 130->130
[2025-05-24T13:59:29.272+0000][gc,metaspace] GC(72) Metaspace: 17163K(17600K)->17163K(17600K) NonClass: 15243K(15424K)->15243K(15424K) Class: 1919K(2176K)->1919K(2176K)
[2025-05-24T13:59:29.273+0000][gc          ] GC(72) Pause Young (Normal) (G1 Evacuation Pause) 785M->181M(1024M) 7.326ms
[2025-05-24T13:59:29.273+0000][gc,cpu      ] GC(72) User=0.03s Sys=0.00s Real=0.01s
[2025-05-24T14:00:09.065+0000][gc,start    ] GC(73) Pause Young (Normal) (G1 Evacuation Pause)
[2025-05-24T14:00:09.066+0000][gc,task     ] GC(73) Using 10 workers of 10 for evacuation
[2025-05-24T14:00:09.072+0000][gc,phases   ] GC(73)   Pre Evacuate Collection Set: 0.4ms
[2025-05-24T14:00:09.072+0000][gc,phases   ] GC(73)   Merge Heap Roots: 0.2ms
[2025-05-24T14:00:09.073+0000][gc,phases   ] GC(73)   Evacuate Collection Set: 3.1ms
[2025-05-24T14:00:09.073+0000][gc,phases   ] GC(73)   Post Evacuate Collection Set: 1.7ms
[2025-05-24T14:00:09.074+0000][gc,phases   ] GC(73)   Other: 0.4ms
[2025-05-24T14:00:09.075+0000][gc,heap     ] GC(73) Eden regions: 604->0(605)
[2025-05-24T14:00:09.075+0000][gc,heap     ] GC(73) Survivor regions: 10->9(77)
[2025-05-24T14:00:09.076+0000][gc,heap     ] GC(73) Old regions: 42->43
[2025-05-24T14:00:09.076+0000][gc,heap     ] GC(73) Humongous regions: 130->130
[2025-05-24T14:00:09.077+0000][gc,metaspace] GC(73) Metaspace: 17170K(17600K)->17170K(17600K) NonClass: 15250K(15424K)->15250K(15424K) Class: 1919K(2176K)->1919K(2176K)
[2025-05-24T14:00:09.077+0000][gc          ] GC(73) Pause Young (Normal) (G1 Evacuation Pause) 785M->180M(1024M) 11.498ms
[2025-05-24T14:00:09.077+0000][gc,cpu      ] GC(73) User=0.03s Sys=0.01s Real=0.01s
